Daily_demand,Demand,Diesel_engines,Fuel_oil_gas,Gas_turbine,Generation,Non_renewable_waste,Peak_Load,Renewable_waste,Solar_PV,date
-,586,547,547,0,586,20,31 (21h),20,0,"2018,12,19"
-,590,551,551,0,590,19,31 (21h),19,0,"2018,12,18"
-,581,541,541,0,581,20,31 (21h),20,0,"2018,12,17"
-,538,501,501,0,538,19,30 (22h),19,0,"2018,12,16"
-,553,514,514,0,553,19,29 (22h),19,0,"2018,12,15"
-,595,560,560,0,595,17,31 (21h),17,0,"2018,12,14"
-,599,561,561,0,599,19,33 (21h),19,0,"2018,12,13"
-,586,548,548,0,586,19,31 (22h),19,0,"2018,12,12"
-,595,555,555,0,595,20,31 (21h),20,0,"2018,12,11"
-,585,547,547,0,585,19,31 (22h),19,0,"2018,12,10"
-,530,498,498,0,530,16,29 (22h),16,0,"2018,12,09"
-,513,473,473,0,513,20,27 (22h),20,0,"2018,12,08"
-,563,524,524,0,563,20,29 (21h),20,0,"2018,12,07"
-,527,487,487,0,527,20,28 (22h),20,0,"2018,12,06"
-,582,542,542,0,582,20,30 (21h),20,0,"2018,12,05"
-,560,522,522,0,560,19,30 (22h),19,0,"2018,12,04"
-,579,572,572,0,579,3,30 (22h),3,0,"2018,12,03"
-,527,489,489,0,527,19,29 (22h),19,0,"2018,12,02"
-,541,501,501,0,541,20,28 (22h),20,0,"2018,12,01"
,,,,,,,,,,"2018,11,31"
-,572,533,533,0,572,20,29 (21h),20,0,"2018,11,30"
-,579,541,541,0,579,19,31 (22h),19,0,"2018,11,29"
-,583,577,577,0,583,3,31 (21h),3,0,"2018,11,28"
-,585,585,585,0,585,0,31 (21h),0,0,"2018,11,27"
-,580,580,580,0,580,0,31 (21h),0,0,"2018,11,26"
-,521,520,520,0,521,0,28 (21h),0,0,"2018,11,25"
-,538,538,538,0,538,0,28 (22h),0,0,"2018,11,24"
-,564,564,564,0,564,0,29 (21h),0,0,"2018,11,23"
-,572,572,572,0,572,0,30 (21h),0,0,"2018,11,22"
-,575,574,574,0,575,0,30 (21h),0,0,"2018,11,21"
-,573,573,573,0,573,0,30 (21h),0,0,"2018,11,20"
-,554,554,554,0,554,0,30 (22h),0,0,"2018,11,19"
-,517,517,517,0,517,0,28 (22h),0,0,"2018,11,18"
-,540,540,540,0,540,0,28 (22h),0,0,"2018,11,17"
-,573,573,573,0,573,0,29 (20h),0,0,"2018,11,16"
-,574,573,573,0,574,0,30 (21h),0,0,"2018,11,15"
-,578,577,577,0,578,0,31 (21h),0,0,"2018,11,14"
-,578,578,578,0,578,0,30 (21h),0,0,"2018,11,13"
-,566,566,566,0,566,0,30 (21h),0,0,"2018,11,12"
-,498,498,498,0,498,0,27 (22h),0,0,"2018,11,11"
-,524,523,523,0,524,0,27 (21h),0,0,"2018,11,10"
-,565,565,565,0,565,0,29 (21h),0,0,"2018,11,09"
-,549,549,549,0,549,0,30 (22h),0,0,"2018,11,08"
-,562,561,561,0,562,0,30 (21h),0,0,"2018,11,07"
-,569,569,569,0,569,0,30 (21h),0,0,"2018,11,06"
-,568,568,568,0,568,0,30 (21h),0,0,"2018,11,05"
-,498,472,472,0,498,13,27 (21h),13,0,"2018,11,04"
-,514,475,475,0,514,19,27 (22h),19,0,"2018,11,03"
-,541,503,503,0,541,19,28 (21h),19,0,"2018,11,02"
-,507,472,472,0,507,17,26 (22h),17,0,"2018,11,01"
-,560,560,560,0,560,0,28 (20h),0,0,"2018,10,31"
-,564,564,564,0,564,0,31 (21h),0,0,"2018,10,30"
-,551,551,551,0,551,0,29 (21h),0,0,"2018,10,29"
-,518,505,505,0,518,7,27 (21h),7,0,"2018,10,28"
-,523,495,495,0,523,14,27 (22h),14,0,"2018,10,27"
-,554,524,524,0,554,15,28 (21h),15,0,"2018,10,26"
-,556,525,525,0,556,16,29 (21h),16,0,"2018,10,25"
-,567,537,537,0,567,15,30 (21h),15,0,"2018,10,24"
-,571,542,542,0,571,14,29 (22h),14,0,"2018,10,23"
-,490,461,461,0,490,14,27 (22h),14,0,"2018,10,21"
-,567,538,538,0,567,14,30 (21h),14,0,"2018,10,22"
-,522,493,493,0,522,14,27 (22h),14,0,"2018,10,20"
-,547,515,515,0,547,16,28 (21h),16,0,"2018,10,19"
-,558,526,526,0,558,16,30 (21h),16,0,"2018,10,18"
-,572,540,540,0,572,16,30 (21h),16,0,"2018,10,17"
-,562,533,533,0,562,14,29 (21h),14,0,"2018,10,15"
-,568,536,536,0,568,16,30 (21h),16,0,"2018,10,16"
-,525,496,496,0,525,14,27 (21h),14,0,"2018,10,14"
-,561,532,532,0,561,14,29 (21h),14,0,"2018,10,13"
-,528,501,501,0,528,14,27 (22h),14,0,"2018,10,12"
-,612,584,584,0,612,14,32 (14h),14,0,"2018,10,11"
-,614,585,585,0,614,14,32 (21h),14,0,"2018,10,10"
-,618,586,586,0,618,16,32 (14h),16,0,"2018,10,09"
-,621,590,590,0,621,15,32 (14h),15,0,"2018,10,08"
-,548,517,517,0,548,15,29 (22h),15,0,"2018,10,07"
-,574,540,540,0,574,17,29 (22h),17,0,"2018,10,06"
-,617,585,585,0,617,16,32 (14h),16,0,"2018,10,05"
-,612,579,579,0,612,16,32 (21h),16,0,"2018,10,04"
-,623,590,590,0,623,16,32 (21h),16,0,"2018,10,03"
-,637,605,605,0,637,16,33 (21h),16,0,"2018,10,02"
-,627,596,596,0,627,15,33 (21h),15,0,"2018,10,01"
,,,,,,,,,,"2018,09,31"
-,542,514,514,0,542,14,29 (22h),14,0,"2018,09,30"
-,585,555,555,0,585,15,30 (22h),15,0,"2018,09,29"
-,619,587,587,0,619,16,32 (14h),16,0,"2018,09,28"
-,649,619,619,0,649,15,35 (13h),15,0,"2018,09,27"
-,686,658,658,0,686,14,35 (14h),14,0,"2018,09,26"
-,704,675,675,0,704,14,37 (14h),14,0,"2018,09,25"
-,694,665,665,0,694,14,36 (14h),14,0,"2018,09,24"
-,606,579,579,0,606,13,33 (22h),13,0,"2018,09,23"
-,630,601,601,0,630,14,33 (22h),14,0,"2018,09,22"
-,696,668,668,0,696,14,36 (14h),14,0,"2018,09,21"
-,708,681,681,0,708,14,37 (14h),14,0,"2018,09,20"
-,703,674,674,0,703,14,37 (14h),14,0,"2018,09,19"
-,691,664,664,0,691,13,36 (14h),13,0,"2018,09,18"
-,595,571,571,0,595,12,31 (22h),12,0,"2018,09,17"
-,586,559,559,0,586,13,31 (22h),13,0,"2018,09,16"
-,600,569,569,0,600,15,31 (22h),15,0,"2018,09,15"
-,656,626,626,0,656,15,34 (14h),15,0,"2018,09,14"
-,668,641,641,0,668,13,34 (14h),13,0,"2018,09,13"
-,674,648,648,0,674,13,35 (14h),13,0,"2018,09,12"
-,664,635,635,0,664,14,35 (14h),14,0,"2018,09,11"
-,631,603,603,0,631,14,33 (22h),14,0,"2018,09,10"
-,531,503,503,0,531,14,28 (22h),14,0,"2018,09,09"
-,585,555,555,0,585,15,29 (22h),15,0,"2018,09,08"
-,665,635,635,0,665,15,35 (14h),15,0,"2018,09,07"
-,657,627,627,0,657,15,35 (14h),15,0,"2018,09,06"
-,667,637,637,0,667,15,35 (14h),15,0,"2018,09,05"
-,692,662,662,0,692,15,37 (14h),15,0,"2018,09,04"
-,711,681,681,0,711,15,37 (14h),15,0,"2018,09,03"
-,644,613,613,0,644,16,33 (22h),16,0,"2018,09,02"
-,692,661,661,0,692,15,35 (22h),15,0,"2018,09,01"
-,736,706,706,0,736,15,38 (14h),15,0,"2018,08,31"
-,724,693,693,0,724,15,37 (14h),15,0,"2018,08,30"
-,733,702,702,0,733,15,38 (14h),15,0,"2018,08,29"
-,736,703,704,1,736,16,38 (15h),16,0,"2018,08,28"
-,695,664,664,0,695,15,35 (14h),15,0,"2018,08,27"
-,603,572,572,0,603,16,31 (22h),16,0,"2018,08,26"
-,626,595,595,0,626,15,32 (22h),15,0,"2018,08,25"
-,655,626,626,0,655,15,33 (14h),15,0,"2018,08,24"
-,644,613,613,0,644,15,32 (14h),15,0,"2018,08,23"
-,574,543,543,0,574,15,29 (23h),15,0,"2018,08,22"
-,687,658,658,0,687,14,35 (14h),14,0,"2018,08,21"
-,687,657,657,0,687,15,36 (14h),15,0,"2018,08,20"
-,618,589,589,0,618,15,31 (22h),15,0,"2018,08,19"
-,663,634,634,0,663,15,33 (22h),15,0,"2018,08,18"
-,697,666,666,0,697,15,35 (14h),15,0,"2018,08,17"
-,707,679,679,0,707,14,36 (14h),14,0,"2018,08,16"
-,621,591,591,0,621,15,31 (23h),15,0,"2018,08,15"
-,738,709,709,0,738,15,38 (14h),15,0,"2018,08,14"
-,749,719,719,0,749,15,39 (14h),15,0,"2018,08,13"
-,650,620,620,0,650,15,33 (23h),15,0,"2018,08,12"
-,702,672,672,0,702,15,34 (15h),15,0,"2018,08,11"
-,715,685,685,0,715,15,36 (14h),15,0,"2018,08,10"
-,721,692,692,0,721,15,37 (14h),15,0,"2018,08,09"
-,763,731,731,0,763,16,40 (14h),16,0,"2018,08,08"
-,758,728,728,0,758,15,39 (14h),15,0,"2018,08,07"
-,749,717,717,0,749,16,39 (14h),16,0,"2018,08,06"
-,645,613,613,0,645,16,32 (23h),16,0,"2018,08,05"
-,674,641,641,0,674,16,33 (15h),16,0,"2018,08,04"
-,724,690,690,0,724,16,37 (13h),16,1,"2018,08,03"
-,724,692,692,0,724,16,37 (14h),16,0,"2018,08,02"
-,703,670,670,0,703,16,36 (14h),16,0,"2018,08,01"
-,691,658,658,0,691,16,36 (14h),16,0,"2018,07,31"
-,681,649,649,0,681,16,35 (14h),16,0,"2018,07,30"
-,582,551,551,0,582,15,29 (23h),15,0,"2018,07,29"
-,634,603,603,0,634,15,31 (15h),15,0,"2018,07,28"
-,661,627,627,0,661,17,34 (14h),17,0,"2018,07,27"
-,675,641,641,0,675,17,35 (14h),17,0,"2018,07,26"
-,694,662,662,0,694,16,36 (14h),16,0,"2018,07,25"
-,698,662,662,0,698,18,36 (14h),18,0,"2018,07,24"
-,688,652,652,0,688,18,36 (14h),18,0,"2018,07,23"
-,568,533,533,0,568,17,29 (23h),17,0,"2018,07,22"
-,628,596,596,0,628,16,31 (15h),16,0,"2018,07,21"
-,663,631,631,0,663,16,34 (14h),16,0,"2018,07,20"
-,586,548,551,3,586,17,31 (23h),17,0,"2018,07,19"
-,559,525,525,0,559,17,30 (14h),17,0,"2018,07,18"
-,589,554,554,0,589,17,32 (13h),17,0,"2018,07,17"
-,606,570,570,0,606,18,31 (14h),18,0,"2018,07,16"
-,514,501,505,5,514,4,26 (23h),4,0,"2018,07,15"
-,488,488,488,0,488,0,25 (14h),0,0,"2018,07,14"
-,535,534,534,0,535,0,28 (14h),0,0,"2018,07,13"
-,631,602,603,1,631,14,34 (14h),14,0,"2018,07,12"
-,681,650,650,0,681,15,35 (14h),15,0,"2018,07,11"
-,657,625,626,1,657,15,33 (14h),15,0,"2018,07,10"
-,566,535,535,0,566,16,29 (23h),16,0,"2018,07,08"
-,637,605,605,0,637,16,33 (14h),16,0,"2018,07,09"
-,597,565,565,0,597,16,29 (14h),16,0,"2018,07,07"
-,631,596,596,0,631,17,32 (13h),17,0,"2018,07,06"
-,626,593,593,0,626,16,32 (14h),16,0,"2018,07,05"
-,608,576,576,0,608,16,31 (14h),16,0,"2018,07,04"
-,593,560,560,0,593,16,30 (14h),16,0,"2018,07,03"
-,602,569,569,0,602,17,31 (14h),17,0,"2018,07,02"
-,547,514,514,0,547,16,27 (23h),16,0,"2018,07,01"
,,,,,,,,,,"2018,06,31"
-,578,543,543,0,578,17,28 (15h),17,0,"2018,06,30"
-,625,592,592,0,625,17,33 (14h),17,0,"2018,06,29"
-,639,622,622,0,639,8,33 (14h),8,0,"2018,06,28"
-,636,636,636,0,636,0,33 (14h),0,0,"2018,06,27"
-,612,597,597,0,612,7,31 (15h),7,0,"2018,06,26"
-,607,580,580,0,607,14,32 (14h),14,0,"2018,06,25"
-,523,494,494,0,523,15,27 (23h),15,0,"2018,06,24"
-,562,530,530,0,562,16,28 (14h),16,0,"2018,06,23"
-,602,569,569,0,602,16,31 (14h),16,0,"2018,06,22"
-,608,576,576,0,608,16,31 (14h),16,0,"2018,06,21"
-,583,549,549,0,583,17,30 (14h),17,0,"2018,06,20"
-,600,565,565,0,600,17,31 (14h),17,0,"2018,06,19"
-,594,561,561,0,594,16,31 (14h),16,0,"2018,06,18"
-,517,500,500,0,517,9,27 (23h),9,0,"2018,06,17"
-,534,511,511,0,534,11,27 (23h),11,0,"2018,06,16"
-,560,528,528,0,560,16,27 (14h),16,0,"2018,06,15"
-,591,561,561,0,591,15,30 (14h),15,0,"2018,06,14"
-,570,539,539,0,570,15,29 (22h),15,0,"2018,06,13"
-,559,525,526,1,559,16,28 (22h),16,0,"2018,06,12"
-,551,518,518,0,551,17,28 (22h),17,0,"2018,06,11"
-,502,469,469,0,502,16,27 (22h),16,0,"2018,06,10"
-,520,487,487,0,520,17,26 (22h),17,0,"2018,06,09"
-,556,522,522,0,556,17,28 (22h),17,0,"2018,06,08"
-,555,520,520,0,555,17,29 (22h),17,0,"2018,06,07"
-,542,514,514,0,542,14,28 (22h),14,0,"2018,06,06"
-,556,535,535,0,556,10,29 (22h),10,0,"2018,06,05"
-,553,522,522,0,553,15,29 (22h),15,0,"2018,06,04"
-,492,463,463,0,492,15,27 (22h),15,0,"2018,06,03"
-,527,511,511,0,527,8,27 (22h),8,0,"2018,06,02"
-,562,530,530,0,562,16,28 (22h),16,0,"2018,06,01"
-,553,521,521,0,553,16,29 (22h),16,0,"2018,05,31"
-,545,513,513,0,545,16,27 (22h),16,0,"2018,05,30"
-,558,527,527,0,558,15,29 (22h),15,0,"2018,05,29"
-,558,529,529,0,558,15,29 (22h),15,0,"2018,05,28"
-,498,467,467,0,498,15,27 (22h),15,0,"2018,05,27"
-,523,490,490,0,523,16,27 (22h),16,0,"2018,05,26"
-,558,526,526,0,558,16,28 (22h),16,0,"2018,05,25"
-,562,532,532,1,562,15,29 (22h),15,0,"2018,05,24"
-,568,550,550,0,568,9,29 (22h),9,0,"2018,05,23"
-,553,523,523,0,553,15,29 (22h),15,0,"2018,05,22"
-,526,498,498,0,526,14,29 (22h),14,0,"2018,05,21"
-,479,450,450,0,479,15,25 (22h),15,0,"2018,05,20"
-,518,484,484,0,518,17,27 (22h),17,0,"2018,05,19"
-,539,507,507,0,539,16,28 (22h),16,0,"2018,05,18"
-,537,506,506,0,537,16,29 (22h),16,0,"2018,05,17"
-,537,504,504,0,537,16,27 (22h),16,0,"2018,05,16"
-,554,520,520,0,554,17,28 (22h),17,0,"2018,05,15"
-,539,508,508,0,539,15,28 (22h),15,0,"2018,05,14"
-,475,444,444,0,475,15,26 (23h),15,0,"2018,05,13"
-,507,473,473,0,507,17,26 (22h),17,0,"2018,05,12"
-,545,513,513,0,545,16,28 (14h),16,0,"2018,05,11"
-,543,510,510,0,543,16,28 (22h),16,0,"2018,05,10"
-,546,513,513,0,546,16,29 (22h),16,0,"2018,05,09"
-,548,516,516,0,548,16,29 (22h),16,0,"2018,05,08"
-,540,509,509,0,540,16,29 (22h),16,0,"2018,05,07"
-,485,456,456,0,485,14,26 (22h),14,0,"2018,05,06"
-,508,479,479,0,508,15,26 (22h),15,0,"2018,05,05"
-,538,506,506,0,538,16,27 (22h),16,0,"2018,05,04"
-,524,491,491,0,524,17,27 (22h),17,0,"2018,05,03"
-,540,511,511,0,540,14,29 (22h),14,0,"2018,05,02"
-,500,467,467,0,500,16,27 (22h),16,0,"2018,05,01"
,,,,,,,,,,"2018,04,31"
-,524,494,494,0,524,15,27 (22h),15,0,"2018,04,30"
-,475,449,449,0,475,13,25 (22h),13,0,"2018,04,29"
-,509,483,483,0,509,13,27 (22h),13,0,"2018,04,28"
-,552,525,525,0,552,13,28 (22h),13,0,"2018,04,27"
-,578,553,553,0,578,13,30 (22h),13,0,"2018,04,26"
-,561,533,533,0,561,14,29 (14h),14,0,"2018,04,25"
-,533,500,500,0,533,16,28 (22h),16,0,"2018,04,24"
-,510,479,479,0,510,15,29 (22h),15,0,"2018,04,23"
-,455,422,422,0,455,17,24 (22h),17,0,"2018,04,22"
-,499,466,466,0,499,17,27 (22h),17,0,"2018,04,21"
-,546,513,513,0,546,17,28 (22h),17,0,"2018,04,20"
-,556,522,522,0,556,17,30 (22h),17,0,"2018,04,19"
-,550,516,516,0,550,17,30 (22h),17,0,"2018,04,18"
-,548,516,517,1,548,15,29 (22h),15,0,"2018,04,17"
-,547,520,520,0,547,13,30 (22h),13,0,"2018,04,16"
-,499,478,478,0,499,10,28 (22h),10,0,"2018,04,15"
-,518,488,488,0,518,15,27 (22h),15,0,"2018,04,14"
-,551,517,517,0,551,17,28 (22h),17,0,"2018,04,13"
-,564,529,529,0,564,17,30 (22h),17,0,"2018,04,12"
-,566,530,530,0,566,18,31 (22h),18,0,"2018,04,11"
-,547,513,513,0,547,17,30 (22h),17,0,"2018,04,10"
-,556,523,523,0,556,16,30 (22h),16,0,"2018,04,09"
-,488,455,455,0,488,17,28 (22h),17,0,"2018,04,08"
-,514,481,481,0,514,16,27 (22h),16,0,"2018,04,07"
-,532,501,501,0,532,15,28 (22h),15,0,"2018,04,06"
-,534,502,502,0,534,16,29 (22h),16,0,"2018,04,05"
-,527,494,494,0,527,16,28 (22h),16,0,"2018,04,04"
-,526,492,492,0,526,17,28 (22h),17,0,"2018,04,03"
-,526,495,495,0,526,15,28 (22h),15,0,"2018,04,02"
-,465,447,447,0,465,8,25 (22h),8,0,"2018,04,01"
-,484,458,458,0,484,13,26 (22h),13,0,"2018,03,31"
-,465,433,433,0,465,16,25 (22h),16,0,"2018,03,30"
-,468,434,434,0,468,17,24 (22h),17,0,"2018,03,29"
-,525,490,490,0,525,17,27 (22h),17,0,"2018,03,28"
-,534,501,501,0,534,17,28 (22h),17,0,"2018,03,27"
-,475,445,445,0,475,15,28 (22h),15,0,"2018,03,25"
-,537,505,505,0,537,16,28 (22h),16,0,"2018,03,26"
-,523,490,490,0,523,17,28 (22h),17,0,"2018,03,24"
-,555,520,520,0,555,18,29 (21h),18,0,"2018,03,23"
-,566,532,532,0,566,17,30 (21h),17,0,"2018,03,22"
-,562,526,526,0,562,18,30 (22h),18,0,"2018,03,21"
-,570,534,534,0,570,18,31 (21h),18,0,"2018,03,20"
-,551,517,517,0,551,17,30 (21h),17,0,"2018,03,19"
-,507,474,474,0,507,16,27 (22h),16,0,"2018,03,18"
-,523,490,490,0,523,17,28 (22h),17,0,"2018,03,17"
-,565,534,534,0,565,16,29 (21h),16,0,"2018,03,16"
-,564,533,533,0,564,15,31 (21h),15,0,"2018,03,15"
-,561,528,528,0,561,17,30 (21h),17,0,"2018,03,14"
-,563,527,527,0,563,18,30 (21h),18,0,"2018,03,13"
-,557,522,522,0,557,17,30 (21h),17,0,"2018,03,12"
-,498,463,463,0,498,17,28 (22h),17,0,"2018,03,11"
-,527,492,492,0,527,17,28 (22h),17,0,"2018,03,10"
-,555,519,519,0,555,18,29 (21h),18,0,"2018,03,09"
-,575,540,540,0,575,18,31 (21h),18,0,"2018,03,08"
-,575,539,539,0,575,18,31 (22h),18,0,"2018,03,07"
-,557,521,521,0,557,18,31 (22h),18,0,"2018,03,06"
-,569,534,534,0,569,18,31 (22h),18,0,"2018,03,05"
-,506,471,471,0,506,18,28 (22h),18,0,"2018,03,04"
-,538,503,503,0,538,17,28 (22h),17,0,"2018,03,03"
-,565,528,528,0,565,19,29 (21h),19,0,"2018,03,02"
-,581,545,545,0,581,18,31 (21h),18,0,"2018,03,01"
,,,,,,,,,,"2018,02,31"
,,,,,,,,,,"2018,02,30"
,,,,,,,,,,"2018,02,29"
-,583,547,547,0,583,18,31 (21h),18,0,"2018,02,28"
-,595,562,562,0,595,17,32 (21h),17,0,"2018,02,27"
-,591,554,554,0,591,18,33 (22h),18,0,"2018,02,26"
-,528,492,492,0,528,18,30 (22h),18,0,"2018,02,25"
-,560,526,526,0,560,17,30 (22h),17,0,"2018,02,24"
-,584,548,548,0,584,18,31 (22h),18,0,"2018,02,23"
-,603,564,564,0,603,19,32 (21h),19,0,"2018,02,22"
-,591,554,554,0,591,18,32 (21h),18,0,"2018,02,21"
-,581,541,541,0,581,19,32 (22h),19,0,"2018,02,20"
-,597,561,561,0,597,18,33 (22h),18,0,"2018,02,19"
-,532,498,498,0,532,17,30 (22h),17,0,"2018,02,18"
-,557,527,527,0,557,15,30 (22h),15,0,"2018,02,17"
-,595,562,569,7,595,13,32 (22h),13,0,"2018,02,16"
-,604,580,580,0,604,12,33 (21h),12,0,"2018,02,15"
-,614,577,577,0,614,18,34 (21h),18,0,"2018,02,14"
-,622,584,586,2,622,18,34 (22h),18,0,"2018,02,13"
-,639,606,606,0,639,16,35 (22h),16,0,"2018,02,12"
-,583,549,549,0,583,17,34 (22h),17,0,"2018,02,11"
-,621,585,585,0,621,18,33 (22h),18,0,"2018,02,10"
-,678,643,643,0,678,17,36 (22h),17,0,"2018,02,09"
-,692,660,660,0,692,16,38 (22h),16,0,"2018,02,08"
-,684,651,651,0,684,16,39 (22h),16,0,"2018,02,07"
-,715,680,680,0,715,18,41 (22h),18,0,"2018,02,06"
-,664,629,629,0,664,17,38 (22h),17,0,"2018,02,05"
-,586,546,546,0,586,20,34 (22h),20,0,"2018,02,04"
-,588,550,550,0,588,19,32 (22h),19,0,"2018,02,03"
-,628,593,593,0,628,18,33 (22h),18,0,"2018,02,02"
-,616,578,578,0,616,19,33 (22h),19,0,"2018,02,01"
-,622,581,581,0,622,20,34 (21h),20,0,"2018,01,31"
-,584,546,546,0,584,19,33 (22h),19,0,"2018,01,30"
-,607,568,568,0,607,19,33 (22h),19,0,"2018,01,29"
-,582,546,546,0,582,18,33 (22h),18,0,"2018,01,28"
-,596,558,558,0,596,19,33 (22h),19,0,"2018,01,27"
-,605,567,567,0,605,19,32 (22h),19,0,"2018,01,26"
-,607,588,588,0,607,10,32 (22h),10,0,"2018,01,25"
-,615,592,615,23,615,0,33 (22h),0,0,"2018,01,24"
-,596,574,595,22,596,0,32 (21h),0,0,"2018,01,23"
-,588,568,568,0,588,10,32 (22h),10,0,"2018,01,22"
-,535,502,502,0,535,16,30 (22h),16,0,"2018,01,21"
-,567,534,534,0,567,17,31 (22h),17,0,"2018,01,20"
-,630,593,593,0,630,18,32 (21h),18,0,"2018,01,19"
-,641,604,604,0,641,19,34 (22h),19,0,"2018,01,18"
-,630,594,594,0,630,18,35 (22h),18,0,"2018,01,17"
-,633,597,597,0,633,18,35 (22h),18,0,"2018,01,16"
-,626,589,589,0,626,19,34 (22h),19,0,"2018,01,15"
-,552,515,515,0,552,18,32 (21h),18,0,"2018,01,14"
-,570,531,531,0,570,19,31 (22h),19,0,"2018,01,13"
-,581,540,540,0,581,21,32 (22h),21,0,"2018,01,12"
-,562,524,524,0,562,19,32 (21h),19,0,"2018,01,11"
-,580,543,543,0,580,19,32 (21h),19,0,"2018,01,10"
-,632,591,591,0,632,20,34 (22h),20,0,"2018,01,09"
-,626,588,588,0,626,19,35 (22h),19,0,"2018,01,08"
-,549,510,510,0,549,20,31 (22h),20,0,"2018,01,07"
-,526,488,488,0,526,19,28 (22h),19,0,"2018,01,06"
-,557,520,520,0,557,18,27 (22h),18,0,"2018,01,05"
-,563,526,526,0,563,19,29 (22h),19,0,"2018,01,04"
-,561,525,525,0,561,18,29 (22h),18,0,"2018,01,03"
-,559,523,523,0,559,18,29 (22h),18,0,"2018,01,02"
-,506,473,473,0,506,16,27 (22h),16,0,"2018,01,01"
-,547,512,512,0,547,17,30 (21h),17,0,"2017,12,31"
-,544,507,507,0,544,19,29 (22h),19,0,"2017,12,30"
-,574,538,538,0,574,18,29 (21h),18,0,"2017,12,29"
-,572,540,540,0,572,16,30 (22h),16,0,"2017,12,28"
-,606,510,570,60,606,18,32 (22h),18,0,"2017,12,27"
-,594,558,558,0,594,18,32 (22h),18,0,"2017,12,26"
-,528,490,490,0,528,19,29 (22h),19,0,"2017,12,25"
-,559,523,523,0,559,18,30 (21h),18,0,"2017,12,24"
-,574,537,537,0,574,18,31 (22h),18,0,"2017,12,23"
-,605,570,570,0,605,17,32 (22h),17,0,"2017,12,22"
-,621,583,583,0,621,19,33 (22h),19,0,"2017,12,21"
-,621,585,585,0,621,18,33 (22h),18,0,"2017,12,20"
-,634,599,599,0,634,18,35 (22h),18,0,"2017,12,19"
-,612,575,575,0,612,18,34 (22h),18,0,"2017,12,18"
-,557,521,521,0,557,18,31 (22h),18,0,"2017,12,17"
-,579,543,543,0,579,18,30 (22h),18,0,"2017,12,16"
-,605,570,570,0,605,18,31 (21h),18,0,"2017,12,15"
-,625,588,590,2,625,17,34 (22h),17,0,"2017,12,14"
-,629,594,594,0,629,17,35 (22h),17,0,"2017,12,13"
-,605,569,569,0,605,18,33 (22h),18,0,"2017,12,12"
-,623,589,589,0,623,17,33 (21h),17,0,"2017,12,11"
-,544,508,508,0,544,18,30 (22h),18,0,"2017,12,10"
-,558,536,536,0,558,11,30 (22h),11,0,"2017,12,09"
-,546,507,507,0,546,20,29 (22h),20,0,"2017,12,08"
-,590,550,550,0,590,20,31 (22h),20,0,"2017,12,07"
-,544,506,506,0,544,19,30 (22h),19,0,"2017,12,06"
-,596,558,558,0,596,19,32 (22h),19,0,"2017,12,05"
-,584,546,547,1,584,18,32 (22h),18,0,"2017,12,04"
-,546,509,509,0,546,18,31 (22h),18,0,"2017,12,03"
-,546,508,508,0,546,19,29 (22h),19,0,"2017,12,02"
-,578,541,541,0,578,18,30 (22h),18,0,"2017,12,01"
,,,,,,,,,,"2017,11,31"
-,582,546,546,0,582,18,30 (21h),18,0,"2017,11,30"
-,581,575,575,0,581,3,30 (21h),3,0,"2017,11,29"
-,584,584,584,0,584,0,31 (21h),0,0,"2017,11,28"
-,573,573,573,0,573,0,30 (21h),0,0,"2017,11,27"
-,518,518,518,0,518,0,28 (21h),0,0,"2017,11,26"
-,537,536,536,0,537,0,28 (22h),0,0,"2017,11,25"
-,569,568,568,0,569,0,29 (21h),0,0,"2017,11,24"
-,568,567,567,1,568,0,31 (21h),0,0,"2017,11,23"
-,546,543,546,3,546,0,30 (22h),0,0,"2017,11,22"
-,571,569,571,2,571,0,30 (21h),0,0,"2017,11,21"
-,557,552,556,4,557,0,30 (21h),0,0,"2017,11,20"
-,508,508,508,0,508,0,28 (22h),0,0,"2017,11,19"
-,527,526,526,0,527,0,28 (22h),0,0,"2017,11,18"
-,550,550,550,0,550,0,28 (20h),0,0,"2017,11,17"
-,559,559,559,0,559,0,29 (21h),0,0,"2017,11,16"
-,557,556,556,0,557,0,29 (21h),0,0,"2017,11,15"
-,555,555,555,0,555,0,29 (21h),0,0,"2017,11,14"
-,552,552,552,0,552,0,29 (21h),0,0,"2017,11,13"
-,498,498,498,0,498,0,27 (22h),0,0,"2017,11,12"
-,516,516,516,0,516,0,27 (22h),0,0,"2017,11,11"
-,536,536,536,0,536,0,28 (21h),0,0,"2017,11,10"
-,556,556,556,0,556,0,29 (21h),0,0,"2017,11,09"
-,551,551,551,0,551,0,29 (21h),0,0,"2017,11,08"
-,550,550,550,0,550,0,29 (21h),0,0,"2017,11,07"
-,555,555,555,0,555,0,29 (21h),0,0,"2017,11,06"
-,501,501,501,0,501,0,27 (21h),0,0,"2017,11,05"
-,523,492,492,0,523,15,27 (21h),15,0,"2017,11,04"
-,558,523,523,0,558,17,29 (20h),17,0,"2017,11,03"
-,557,523,523,0,557,17,29 (21h),17,0,"2017,11,02"
-,513,480,480,0,513,17,27 (22h),17,0,"2017,11,01"
-,566,532,532,0,566,17,29 (20h),17,0,"2017,10,31"
-,531,499,499,0,531,16,29 (21h),16,0,"2017,10,30"
-,527,494,494,0,527,16,27 (21h),16,0,"2017,10,29"
