Daily_demand,Demand,Diesel_engines,Fuel_oil_gas,Gas_turbine,Generation,Non_renewable_waste,Peak_Load,Renewable_waste,Solar_PV,date
-,732,703,703,0,732,14,38 (14h),14,0,"2016,09,06"
-,722,680,696,16,722,13,37 (14h),13,0,"2016,09,05"
-,619,593,593,0,619,13,33 (22h),13,0,"2016,09,04"
-,651,623,623,0,651,14,33 (22h),14,0,"2016,09,03"
-,695,667,667,0,695,14,37 (14h),14,0,"2016,09,02"
-,705,678,678,0,705,13,36 (14h),13,0,"2016,09,01"
-,716,687,687,0,716,15,37 (14h),15,0,"2016,08,31"
-,716,686,686,0,716,15,37 (14h),15,0,"2016,08,30"
-,714,688,688,0,714,13,39 (14h),13,0,"2016,08,29"
-,593,564,564,0,593,15,32 (22h),15,0,"2016,08,28"
-,626,598,598,0,626,14,32 (22h),14,0,"2016,08,27"
-,671,643,643,0,671,14,34 (14h),14,0,"2016,08,26"
-,666,639,639,0,666,14,33 (14h),14,0,"2016,08,25"
-,677,649,649,0,677,14,35 (14h),14,0,"2016,08,24"
-,688,661,661,0,688,14,35 (14h),14,0,"2016,08,23"
-,712,685,685,0,712,14,36 (14h),14,0,"2016,08,22"
-,629,603,603,0,629,13,32 (23h),13,0,"2016,08,21"
-,684,660,660,0,684,12,34 (22h),12,0,"2016,08,20"
-,721,697,697,0,721,12,37 (14h),12,0,"2016,08,19"
-,709,685,685,0,709,12,36 (14h),12,0,"2016,08,18"
-,676,647,647,0,676,14,34 (14h),14,0,"2016,08,17"
-,647,620,620,0,647,14,34 (14h),14,0,"2016,08,16"
-,544,516,516,0,544,14,28 (22h),14,0,"2016,08,15"
-,532,503,503,0,532,15,27 (23h),15,0,"2016,08,14"
-,572,544,544,0,572,14,28 (22h),14,0,"2016,08,13"
-,629,601,601,0,629,14,32 (14h),14,0,"2016,08,12"
-,653,625,625,0,653,14,33 (14h),14,0,"2016,08,11"
-,665,624,638,15,665,13,34 (14h),13,0,"2016,08,10"
-,662,634,634,0,662,14,34 (14h),14,0,"2016,08,09"
-,660,630,630,0,660,14,34 (14h),14,0,"2016,08,08"
-,582,554,554,0,582,14,29 (23h),14,0,"2016,08,07"
-,659,631,631,0,659,14,31 (14h),14,0,"2016,08,06"
-,738,711,711,0,738,13,38 (14h),13,0,"2016,08,05"
-,729,703,703,0,729,13,37 (14h),13,0,"2016,08,04"
-,702,672,672,0,702,14,36 (14h),14,0,"2016,08,03"
-,707,693,693,0,707,7,35 (14h),7,0,"2016,08,02"
-,684,683,683,0,684,0,34 (14h),0,0,"2016,08,01"
-,595,583,583,0,595,6,31 (23h),6,0,"2016,07,31"
-,629,606,606,0,629,11,31 (23h),11,0,"2016,07,30"
-,669,645,645,0,669,12,34 (14h),12,0,"2016,07,29"
-,673,647,647,0,673,13,34 (14h),13,0,"2016,07,28"
-,668,642,642,0,668,13,35 (14h),13,0,"2016,07,27"
-,647,620,620,0,647,13,33 (14h),13,0,"2016,07,26"
-,636,609,609,0,636,14,33 (14h),14,0,"2016,07,25"
-,547,519,519,0,547,14,28 (23h),14,0,"2016,07,24"
-,593,566,566,0,593,13,29 (23h),13,0,"2016,07,23"
-,606,583,583,0,606,12,33 (14h),12,0,"2016,07,22"
-,557,541,541,0,557,8,30 (14h),8,0,"2016,07,21"
-,534,516,516,0,534,9,28 (14h),9,0,"2016,07,20"
-,584,554,554,0,584,15,30 (14h),15,0,"2016,07,19"
-,593,564,564,0,593,14,30 (14h),14,0,"2016,07,18"
-,516,486,486,0,516,15,27 (23h),15,0,"2016,07,17"
-,556,524,527,4,556,14,27 (23h),14,0,"2016,07,16"
-,633,604,604,0,633,14,32 (14h),14,0,"2016,07,15"
-,655,624,624,0,655,15,33 (14h),15,0,"2016,07,14"
-,687,661,661,0,687,13,35 (14h),13,0,"2016,07,13"
-,686,652,660,8,686,13,35 (14h),13,0,"2016,07,12"
-,642,626,626,1,642,8,31 (15h),8,0,"2016,07,11"
-,540,513,513,0,540,13,29 (23h),13,0,"2016,07,10"
-,566,540,540,0,566,13,28 (23h),13,0,"2016,07,09"
-,604,578,578,0,604,13,31 (14h),13,0,"2016,07,08"
-,592,565,565,0,592,14,29 (14h),14,0,"2016,07,07"
-,597,568,568,0,597,14,29 (14h),14,0,"2016,07,06"
-,623,546,594,49,623,14,31 (14h),14,0,"2016,07,05"
-,613,583,583,0,613,15,30 (14h),15,0,"2016,07,04"
-,545,517,517,0,545,14,27 (23h),14,0,"2016,07,03"
-,578,551,551,0,578,14,28 (23h),14,0,"2016,07,02"
-,616,585,585,0,616,15,31 (14h),15,0,"2016,07,01"
,,,,,,,,,,"2016,06,31"
-,617,601,603,3,617,7,31 (14h),7,0,"2016,06,30"
-,592,560,564,5,592,14,30 (14h),14,0,"2016,06,29"
-,586,555,555,0,586,15,29 (22h),15,0,"2016,06,28"
-,597,568,568,0,597,14,30 (14h),14,0,"2016,06,27"
-,523,494,494,0,523,15,28 (23h),15,0,"2016,06,26"
-,553,523,523,0,553,15,28 (23h),15,0,"2016,06,25"
-,591,562,562,0,591,15,30 (14h),15,0,"2016,06,24"
-,592,562,562,0,592,15,29 (14h),15,0,"2016,06,23"
-,592,564,564,0,592,14,29 (14h),14,0,"2016,06,22"
-,593,567,567,0,593,13,29 (14h),13,0,"2016,06,21"
-,592,567,567,0,592,12,30 (14h),12,0,"2016,06,20"
-,514,485,485,0,514,14,28 (23h),14,0,"2016,06,19"
-,540,510,510,0,540,15,27 (23h),15,0,"2016,06,18"
-,575,546,546,0,575,14,28 (14h),14,0,"2016,06,17"
-,568,542,542,0,568,13,28 (23h),13,0,"2016,06,16"
-,628,579,602,23,628,13,31 (14h),13,0,"2016,06,15"
-,668,642,642,0,668,12,33 (13h),12,0,"2016,06,14"
-,645,622,622,0,645,12,33 (14h),12,0,"2016,06,13"
-,527,500,500,0,527,13,28 (23h),13,0,"2016,06,12"
-,559,532,532,0,559,13,27 (22h),13,0,"2016,06,11"
-,615,589,589,0,615,13,31 (14h),13,0,"2016,06,10"
-,601,572,572,0,601,14,30 (22h),14,0,"2016,06,09"
-,587,558,558,0,587,14,29 (22h),14,0,"2016,06,08"
-,577,549,549,0,577,14,29 (14h),14,0,"2016,06,07"
-,574,545,545,0,574,14,29 (14h),14,0,"2016,06,06"
-,493,466,466,0,493,13,27 (23h),13,0,"2016,06,05"
-,518,491,491,0,518,13,27 (23h),13,0,"2016,06,04"
-,568,540,540,0,568,14,29 (14h),14,0,"2016,06,03"
-,571,542,542,0,571,15,29 (14h),15,0,"2016,06,02"
-,560,531,531,0,560,14,29 (14h),14,0,"2016,06,01"
-,557,526,526,0,557,15,28 (23h),15,0,"2016,05,31"
-,532,503,503,0,532,14,27 (23h),14,0,"2016,05,30"
-,488,461,461,0,488,13,27 (23h),13,0,"2016,05,29"
-,515,487,487,0,515,14,26 (23h),14,0,"2016,05,28"
-,552,524,524,0,552,14,28 (14h),14,0,"2016,05,27"
-,557,529,529,0,557,14,28 (23h),14,0,"2016,05,26"
-,561,532,532,0,561,14,28 (14h),14,0,"2016,05,25"
-,557,526,526,0,557,15,28 (23h),15,0,"2016,05,24"
-,558,529,529,0,558,14,28 (14h),14,0,"2016,05,23"
-,489,461,461,0,489,14,27 (23h),14,0,"2016,05,22"
-,512,481,481,0,512,16,26 (23h),16,0,"2016,05,21"
-,549,541,541,0,549,4,28 (14h),4,0,"2016,05,20"
-,550,537,550,12,550,0,28 (14h),0,0,"2016,05,19"
-,555,555,555,0,555,0,28 (22h),0,0,"2016,05,18"
-,547,547,547,0,547,0,28 (22h),0,0,"2016,05,17"
-,542,532,532,0,542,5,28 (22h),5,0,"2016,05,16"
-,473,447,447,0,473,13,26 (23h),13,0,"2016,05,15"
-,503,474,474,0,503,14,26 (23h),14,0,"2016,05,14"
-,537,510,510,0,537,13,27 (14h),13,0,"2016,05,13"
-,532,507,507,0,532,12,28 (22h),12,0,"2016,05,12"
-,532,503,503,0,532,14,27 (23h),14,0,"2016,05,11"
-,543,515,515,0,543,14,29 (22h),14,0,"2016,05,10"
-,546,519,519,0,546,13,28 (22h),13,0,"2016,05,09"
-,487,460,460,0,487,13,27 (22h),13,0,"2016,05,08"
-,510,483,483,0,510,13,27 (22h),13,0,"2016,05,07"
-,544,517,517,0,544,14,27 (22h),14,0,"2016,05,06"
-,551,522,522,0,551,14,29 (22h),14,0,"2016,05,05"
-,545,517,517,0,545,14,29 (22h),14,0,"2016,05,04"
-,534,506,506,0,534,14,28 (22h),14,0,"2016,05,03"
-,523,493,493,0,523,15,28 (22h),15,0,"2016,05,02"
-,473,446,446,0,473,14,25 (23h),14,0,"2016,05,01"
,,,,,,,,,,"2016,04,31"
-,504,476,476,0,504,14,26 (22h),14,0,"2016,04,30"
-,537,509,509,0,537,14,27 (22h),14,0,"2016,04,29"
-,539,509,509,0,539,15,28 (22h),15,0,"2016,04,28"
-,542,398,512,114,542,15,29 (22h),15,0,"2016,04,27"
-,542,513,513,0,542,14,29 (22h),14,0,"2016,04,26"
-,539,510,510,0,539,14,29 (22h),14,0,"2016,04,25"
-,481,453,453,0,481,14,27 (22h),14,0,"2016,04,24"
-,504,477,477,0,504,13,27 (22h),13,0,"2016,04,23"
-,538,510,510,0,538,14,27 (22h),14,0,"2016,04,22"
-,542,513,513,0,542,14,29 (22h),14,0,"2016,04,21"
-,540,512,512,0,540,14,29 (22h),14,0,"2016,04,20"
-,552,521,521,0,552,15,28 (22h),15,0,"2016,04,19"
-,539,510,510,0,539,15,29 (22h),15,0,"2016,04,18"
-,477,449,449,0,477,14,27 (22h),14,0,"2016,04,17"
-,500,474,474,0,500,13,27 (22h),13,0,"2016,04,16"
-,536,507,507,0,536,14,28 (22h),14,0,"2016,04,15"
-,542,514,514,0,542,14,29 (22h),14,0,"2016,04,14"
-,536,505,505,0,536,15,29 (22h),15,0,"2016,04,13"
-,534,504,504,0,534,15,29 (22h),15,0,"2016,04,12"
-,533,501,501,0,533,16,29 (22h),16,0,"2016,04,11"
-,470,437,437,0,470,17,27 (22h),17,0,"2016,04,10"
-,492,458,458,0,492,17,27 (22h),17,0,"2016,04,09"
-,531,498,498,0,531,16,28 (22h),16,0,"2016,04,08"
-,539,505,505,0,539,17,29 (22h),17,0,"2016,04,07"
-,539,505,505,0,539,17,29 (22h),17,0,"2016,04,06"
-,539,506,507,0,539,16,29 (22h),16,0,"2016,04,05"
-,537,506,506,0,537,16,30 (22h),16,0,"2016,04,04"
-,473,441,441,0,473,16,27 (22h),16,0,"2016,04,03"
-,487,454,454,0,487,17,26 (22h),17,0,"2016,04,02"
-,515,483,483,0,515,16,27 (22h),16,0,"2016,04,01"
-,521,487,487,0,521,17,28 (22h),17,0,"2016,03,31"
-,509,477,477,0,509,16,28 (22h),16,0,"2016,03,30"
-,509,478,478,0,509,15,28 (22h),15,0,"2016,03,29"
-,518,489,489,0,518,14,27 (22h),14,0,"2016,03,28"
-,441,426,426,0,441,7,25 (22h),7,0,"2016,03,27"
-,480,479,479,0,480,0,26 (22h),0,0,"2016,03,26"
-,460,460,460,0,460,0,25 (21h),0,0,"2016,03,25"
-,475,474,474,0,475,0,25 (22h),0,0,"2016,03,24"
-,526,515,515,0,526,5,27 (21h),5,0,"2016,03,23"
-,536,508,508,0,536,14,28 (21h),14,0,"2016,03,22"
-,541,514,514,0,541,13,29 (21h),13,0,"2016,03,21"
-,486,459,459,0,486,13,26 (22h),13,0,"2016,03,19"
-,545,517,517,0,545,14,28 (22h),14,0,"2016,03,18"
-,560,532,532,0,560,14,30 (21h),14,0,"2016,03,17"
-,564,535,535,0,564,14,31 (22h),14,0,"2016,03,16"
-,551,521,521,0,551,15,30 (22h),15,0,"2016,03,15"
-,559,531,531,0,559,14,31 (22h),14,0,"2016,03,14"
-,496,468,468,0,496,14,29 (22h),14,0,"2016,03,13"
-,517,489,489,0,517,14,28 (22h),14,0,"2016,03,12"
-,568,539,539,0,568,14,30 (22h),14,0,"2016,03,11"
-,572,543,543,0,572,14,31 (22h),14,0,"2016,03,10"
-,573,544,544,0,573,14,32 (22h),14,0,"2016,03,09"
-,559,529,529,0,559,15,30 (22h),15,0,"2016,03,08"
-,584,554,554,0,584,15,32 (21h),15,0,"2016,03,07"
-,511,480,480,0,511,15,29 (22h),15,0,"2016,03,06"
-,530,500,500,0,530,15,29 (22h),15,0,"2016,03,05"
-,552,522,522,0,552,15,29 (21h),15,0,"2016,03,04"
-,563,534,534,0,563,14,31 (22h),14,0,"2016,03,03"
-,548,520,520,0,548,14,30 (22h),14,0,"2016,03,02"
-,568,539,539,0,568,14,31 (22h),14,0,"2016,03,01"
,,,,,,,,,,"2016,02,31"
,,,,,,,,,,"2016,02,30"
-,577,548,548,0,577,14,32 (22h),14,0,"2016,02,29"
-,539,511,511,0,539,14,31 (22h),14,0,"2016,02,28"
-,557,527,527,0,557,15,31 (22h),15,0,"2016,02,27"
-,557,527,527,0,557,15,29 (21h),15,0,"2016,02,26"
-,570,541,541,0,570,15,31 (21h),15,0,"2016,02,25"
-,565,536,536,0,565,14,31 (21h),14,0,"2016,02,24"
-,560,534,535,0,560,13,31 (21h),13,0,"2016,02,23"
-,544,514,514,0,544,15,31 (21h),15,0,"2016,02,22"
-,479,450,450,0,479,15,28 (22h),15,0,"2016,02,21"
-,511,483,483,0,511,14,28 (22h),14,0,"2016,02,20"
-,576,548,548,0,576,14,30 (21h),14,0,"2016,02,19"
-,587,557,557,0,587,15,32 (22h),15,0,"2016,02,18"
-,583,555,555,0,583,14,32 (21h),14,0,"2016,02,17"
-,578,549,549,0,578,14,32 (22h),14,0,"2016,02,16"
-,580,553,553,0,580,13,31 (21h),13,0,"2016,02,15"
-,514,482,482,0,514,16,29 (22h),16,0,"2016,02,14"
-,527,498,498,0,527,15,28 (22h),15,0,"2016,02,13"
-,559,530,530,0,559,14,29 (20h),14,0,"2016,02,12"
-,566,538,538,0,566,14,31 (21h),14,0,"2016,02,11"
-,563,538,538,0,563,13,31 (21h),13,0,"2016,02,10"
-,564,537,537,0,564,14,31 (21h),14,0,"2016,02,09"
-,565,536,536,0,565,15,30 (21h),15,0,"2016,02,08"
-,513,483,483,0,513,15,29 (22h),15,0,"2016,02,07"
-,535,505,505,0,535,15,29 (22h),15,0,"2016,02,06"
-,562,532,532,0,562,15,29 (21h),15,0,"2016,02,05"
-,579,551,551,0,579,14,31 (21h),14,0,"2016,02,04"
-,572,543,543,0,572,14,31 (21h),14,0,"2016,02,03"
-,565,535,535,0,565,15,31 (22h),15,0,"2016,02,02"
-,572,545,545,0,572,13,31 (22h),13,0,"2016,02,01"
-,517,492,492,0,517,12,29 (22h),12,0,"2016,01,31"
-,552,525,525,0,552,13,29 (22h),13,0,"2016,01,30"
-,575,546,546,0,575,14,30 (20h),14,0,"2016,01,29"
-,578,549,549,0,578,14,31 (21h),14,0,"2016,01,28"
-,580,549,549,0,580,16,31 (21h),16,0,"2016,01,27"
-,574,542,542,0,574,16,31 (21h),16,0,"2016,01,26"
-,549,517,517,0,549,16,29 (21h),16,0,"2016,01,25"
-,518,483,483,0,518,17,29 (22h),17,0,"2016,01,24"
-,536,503,503,0,536,16,28 (22h),16,0,"2016,01,23"
-,572,541,541,0,572,16,30 (21h),16,0,"2016,01,22"
-,575,542,542,0,575,16,31 (21h),16,0,"2016,01,21"
-,595,564,564,0,595,16,32 (21h),16,0,"2016,01,20"
-,471,443,443,0,471,14,26 (22h),14,0,"2016,03,20"
-,575,546,546,0,575,14,31 (21h),14,0,"2016,01,19"
-,580,548,548,0,580,16,32 (21h),16,0,"2016,01,18"
-,537,503,503,0,537,17,29 (22h),17,0,"2016,01,16"
-,517,485,485,0,517,16,30 (22h),16,0,"2016,01,17"
-,570,539,539,0,570,15,30 (20h),15,0,"2016,01,15"
-,568,534,534,0,568,17,30 (21h),17,0,"2016,01,14"
-,569,537,537,0,569,16,31 (21h),16,0,"2016,01,13"
-,568,536,536,0,568,16,30 (21h),16,0,"2016,01,12"
-,550,517,517,0,550,17,29 (21h),17,0,"2016,01,11"
-,512,480,480,0,512,16,29 (22h),16,0,"2016,01,10"
-,529,499,499,0,529,15,28 (22h),15,0,"2016,01,09"
-,557,524,524,0,557,17,29 (21h),17,0,"2016,01,08"
-,559,528,528,0,559,16,29 (22h),16,0,"2016,01,07"
-,512,480,480,0,512,16,28 (22h),16,0,"2016,01,06"
-,565,532,532,0,565,17,28 (22h),17,0,"2016,01,05"
-,505,474,474,0,505,16,27 (22h),16,0,"2016,01,03"
-,540,508,508,0,540,16,29 (22h),16,0,"2016,01,04"
-,520,489,489,0,520,16,28 (22h),16,0,"2016,01,02"
-,502,468,468,0,502,17,27 (22h),17,0,"2016,01,01"
-,560,528,528,0,560,16,31 (21h),16,0,"2015,12,31"
-,569,537,537,0,569,16,30 (21h),16,0,"2015,12,30"
-,569,534,535,1,569,17,30 (20h),17,0,"2015,12,29"
-,569,537,537,0,569,16,30 (21h),16,0,"2015,12,28"
-,520,514,514,0,520,3,28 (22h),3,0,"2015,12,27"
-,535,535,535,0,535,0,29 (22h),0,0,"2015,12,26"
-,506,473,473,0,506,16,27 (22h),16,0,"2015,12,25"
-,562,532,532,0,562,15,30 (20h),15,0,"2015,12,24"
-,575,543,543,0,575,16,30 (21h),16,0,"2015,12,23"
-,580,548,548,0,580,16,30 (20h),16,0,"2015,12,22"
-,584,553,553,0,584,15,31 (21h),15,0,"2015,12,21"
-,532,498,498,0,532,17,29 (22h),17,0,"2015,12,20"
-,547,514,514,0,547,16,29 (22h),16,0,"2015,12,19"
-,583,552,552,0,583,15,30 (20h),15,0,"2015,12,18"
-,593,575,575,0,593,9,32 (21h),9,0,"2015,12,17"
-,589,555,555,0,589,17,32 (22h),17,0,"2015,12,16"
-,586,549,549,0,586,18,31 (21h),18,0,"2015,12,15"
-,562,526,527,1,562,18,30 (21h),18,0,"2015,12,14"
-,519,483,483,0,519,18,29 (22h),18,0,"2015,12,13"
-,540,507,507,0,540,16,29 (21h),16,0,"2015,12,12"
-,574,541,541,0,574,16,30 (20h),16,0,"2015,12,11"
-,581,547,547,0,581,17,31 (21h),17,0,"2015,12,10"
-,580,545,545,0,580,18,31 (21h),18,0,"2015,12,09"
-,510,473,473,0,510,18,29 (22h),18,0,"2015,12,08"
-,507,469,469,0,507,19,27 (22h),19,0,"2015,12,07"
-,501,464,464,0,501,18,27 (22h),18,0,"2015,12,06"
-,530,494,494,0,530,18,28 (21h),18,0,"2015,12,05"
-,569,534,534,0,569,17,30 (21h),17,0,"2015,12,04"
-,568,554,554,0,568,7,31 (21h),7,0,"2015,12,03"
-,576,575,575,0,576,0,32 (21h),0,0,"2015,12,02"
-,572,571,571,0,572,0,31 (21h),0,0,"2015,12,01"
,,,,,,,,,,"2015,11,31"
-,574,574,574,0,574,0,31 (21h),0,0,"2015,11,30"
-,519,519,519,0,519,0,29 (22h),0,0,"2015,11,29"
-,536,535,535,0,536,0,28 (22h),0,0,"2015,11,28"
-,563,562,563,1,563,0,29 (20h),0,0,"2015,11,27"
-,577,576,577,1,577,0,30 (21h),0,0,"2015,11,26"
-,579,578,579,1,579,0,31 (21h),0,0,"2015,11,25"
-,575,574,575,1,575,0,31 (21h),0,0,"2015,11,24"
-,563,562,563,1,563,0,30 (21h),0,0,"2015,11,23"
-,506,501,506,5,506,0,28 (22h),0,0,"2015,11,22"
-,526,526,526,0,526,0,27 (21h),0,0,"2015,11,21"
-,556,556,556,0,556,0,29 (20h),0,0,"2015,11,20"
-,543,543,543,0,543,0,29 (21h),0,0,"2015,11,19"
-,559,559,559,0,559,0,30 (21h),0,0,"2015,11,18"
-,554,553,554,0,554,0,30 (21h),0,0,"2015,11,17"
-,555,554,554,0,555,0,30 (20h),0,0,"2015,11,16"
-,501,501,501,0,501,0,27 (22h),0,0,"2015,11,15"
-,530,529,529,0,530,0,27 (22h),0,0,"2015,11,14"
-,563,563,563,0,563,0,29 (20h),0,0,"2015,11,13"
-,550,550,550,0,550,0,29 (22h),0,0,"2015,11,12"
-,566,470,566,96,566,0,30 (21h),0,0,"2015,11,11"
-,567,567,567,0,567,0,30 (20h),0,0,"2015,11,10"
-,563,563,563,0,563,0,30 (20h),0,0,"2015,11,09"
-,499,482,482,0,499,9,27 (22h),9,0,"2015,11,08"
-,527,501,501,0,527,13,27 (21h),13,0,"2015,11,07"
-,560,531,531,0,560,14,29 (20h),14,0,"2015,11,06"
-,560,529,529,0,560,16,30 (20h),16,0,"2015,11,05"
-,565,536,536,0,565,14,30 (21h),14,0,"2015,11,04"
-,533,501,501,0,533,16,30 (21h),16,0,"2015,11,03"
-,503,474,474,0,503,14,28 (21h),14,0,"2015,11,02"
-,495,465,465,0,495,15,26 (21h),15,0,"2015,11,01"
-,536,509,509,0,536,13,27 (21h),13,0,"2015,10,31"
-,563,534,534,0,563,14,29 (20h),14,0,"2015,10,30"
-,568,539,539,0,568,14,30 (20h),14,0,"2015,10,29"
-,570,545,545,0,570,12,30 (20h),12,0,"2015,10,28"
-,572,544,544,0,572,14,30 (20h),14,0,"2015,10,27"
-,570,542,542,0,570,14,30 (20h),14,0,"2015,10,26"
-,518,489,489,0,518,14,27 (21h),14,0,"2015,10,25"
-,521,506,506,0,521,8,28 (22h),8,0,"2015,10,24"
-,563,533,533,0,563,15,29 (21h),15,0,"2015,10,23"
-,578,552,552,0,578,13,30 (21h),13,0,"2015,10,22"
-,579,553,553,0,579,13,31 (21h),13,0,"2015,10,21"
-,578,551,551,0,578,14,30 (21h),14,0,"2015,10,20"
-,580,555,555,0,580,12,31 (21h),12,0,"2015,10,19"
-,512,485,485,0,512,14,28 (22h),14,0,"2015,10,18"
-,548,519,519,0,548,15,29 (21h),15,0,"2015,10,17"
-,581,552,552,0,581,14,30 (21h),14,0,"2015,10,16"
-,577,554,554,0,577,11,31 (21h),11,0,"2015,10,15"
-,565,542,542,0,565,11,30 (21h),11,0,"2015,10,14"
-,586,562,562,0,586,12,30 (21h),12,0,"2015,10,13"
-,512,484,484,0,512,14,28 (22h),14,0,"2015,10,12"
-,495,464,464,0,495,15,26 (22h),15,0,"2015,10,11"
-,535,505,505,0,535,15,28 (22h),15,0,"2015,10,10"
-,576,546,546,0,576,15,30 (21h),15,0,"2015,10,09"
-,592,561,561,0,592,16,31 (21h),16,0,"2015,10,08"
-,610,579,579,0,610,15,31 (21h),15,0,"2015,10,07"
-,620,593,593,0,620,13,32 (21h),13,0,"2015,10,06"
-,598,570,570,0,598,14,32 (21h),14,0,"2015,10,05"
-,514,482,482,0,514,16,28 (22h),16,0,"2015,10,04"
-,538,509,509,0,538,14,28 (22h),14,0,"2015,10,03"
-,576,545,545,0,576,16,29 (21h),16,0,"2015,10,02"
-,584,555,555,0,584,14,30 (22h),14,0,"2015,10,01"
,,,,,,,,,,"2015,09,31"
-,588,563,563,0,588,13,30 (21h),13,0,"2015,09,30"
-,587,558,558,0,587,14,31 (21h),14,0,"2015,09,29"
-,600,579,579,0,600,10,31 (21h),10,0,"2015,09,28"
-,518,500,500,0,518,9,28 (22h),9,0,"2015,09,27"
-,538,512,512,0,538,13,28 (22h),13,0,"2015,09,26"
-,527,503,503,0,527,12,27 (22h),12,0,"2015,09,25"
-,578,552,552,0,578,13,28 (22h),13,0,"2015,09,24"
-,626,603,603,0,626,12,32 (14h),12,0,"2015,09,23"
-,639,614,614,0,639,12,33 (14h),12,0,"2015,09,22"
-,616,594,594,0,616,11,32 (22h),11,0,"2015,09,21"
-,532,509,509,0,532,12,29 (22h),12,0,"2015,09,20"
-,559,537,537,0,559,11,29 (22h),11,0,"2015,09,19"
-,588,566,566,0,588,11,30 (14h),11,0,"2015,09,18"
-,527,505,505,0,527,11,28 (22h),11,0,"2015,09,17"
-,597,574,574,0,597,11,30 (22h),11,0,"2015,09,16"
-,587,565,565,0,587,11,30 (22h),11,0,"2015,09,15"
-,610,588,588,0,610,11,31 (22h),11,0,"2015,09,14"
-,540,516,516,0,540,12,29 (22h),12,0,"2015,09,13"
-,587,560,560,0,587,13,30 (22h),13,0,"2015,09,12"
-,640,613,613,0,640,13,33 (14h),13,0,"2015,09,11"
-,645,621,621,0,645,12,33 (14h),12,0,"2015,09,10"
-,651,629,629,0,651,11,34 (14h),11,0,"2015,09,09"
-,574,551,551,0,574,11,30 (22h),11,0,"2015,09,08"
-,636,612,612,0,636,11,33 (14h),11,0,"2015,09,07"
-,540,517,517,0,540,11,29 (22h),11,0,"2015,09,06"
-,563,538,538,0,563,12,29 (22h),12,0,"2015,09,05"
-,598,575,575,0,598,12,31 (14h),12,0,"2015,09,04"
-,620,595,595,0,620,12,32 (14h),12,0,"2015,09,03"
-,663,638,638,0,663,12,35 (14h),12,0,"2015,09,02"
-,681,661,661,0,681,10,35 (14h),10,0,"2015,09,01"
-,705,682,682,0,705,11,37 (14h),11,0,"2015,08,31"
-,624,601,601,0,624,11,32 (22h),11,0,"2015,08,30"
-,660,640,640,0,660,10,34 (22h),10,0,"2015,08,29"
-,684,661,661,0,684,11,34 (14h),11,0,"2015,08,28"
-,688,662,662,0,688,13,35 (14h),13,0,"2015,08,27"
-,655,631,631,0,655,12,34 (14h),12,0,"2015,08,26"
-,626,605,605,0,626,10,32 (14h),10,0,"2015,08,25"
-,614,595,595,0,614,9,32 (14h),9,0,"2015,08,24"
-,554,535,535,0,554,10,28 (22h),10,0,"2015,08,23"
-,643,622,622,0,643,10,31 (22h),10,0,"2015,08,22"
-,709,687,687,0,709,11,36 (13h),11,0,"2015,08,21"
-,702,678,678,0,702,12,36 (14h),12,0,"2015,08,20"
-,664,642,642,0,664,11,34 (14h),11,0,"2015,08,19"
-,648,624,624,0,648,12,33 (14h),12,0,"2015,08,18"
-,663,643,643,0,663,10,34 (14h),10,0,"2015,08,17"
-,559,542,542,0,559,8,29 (23h),8,0,"2015,08,16"
-,577,556,556,0,577,10,29 (23h),10,0,"2015,08,15"
-,694,674,674,0,694,10,35 (14h),10,0,"2015,08,14"
-,759,741,741,0,759,9,37 (14h),9,0,"2015,08,13"
-,775,755,755,0,775,10,39 (14h),10,0,"2015,08,12"
-,779,757,758,1,779,10,40 (14h),10,0,"2015,08,11"
-,753,732,732,0,753,10,38 (14h),10,0,"2015,08,10"
-,666,647,647,0,666,10,34 (23h),10,0,"2015,08,09"
-,709,688,688,0,709,10,34 (23h),10,0,"2015,08,08"
-,780,759,759,0,780,10,40 (14h),10,0,"2015,08,07"
-,757,734,734,0,757,11,38 (14h),11,0,"2015,08,06"
-,748,724,724,0,748,11,37 (14h),11,0,"2015,08,05"
-,740,716,716,0,740,12,38 (14h),12,0,"2015,08,04"
-,750,730,730,0,750,10,38 (14h),10,0,"2015,08,03"
-,633,610,610,0,633,11,33 (23h),11,0,"2015,08,02"
-,648,623,623,0,648,12,31 (23h),12,0,"2015,08,01"
-,741,716,716,0,741,12,37 (14h),12,0,"2015,07,31"
-,778,754,754,0,778,12,39 (14h),12,0,"2015,07,30"
-,766,741,741,0,766,12,38 (14h),12,0,"2015,07,29"
-,675,658,658,0,675,8,33 (23h),8,0,"2015,07,25"
-,766,748,748,0,766,9,38 (13h),9,0,"2015,07,23"
-,761,739,739,0,761,11,38 (14h),11,0,"2015,07,28"
-,752,736,736,0,752,8,38 (14h),8,0,"2015,07,27"
-,621,602,602,0,621,9,33 (23h),9,0,"2015,07,26"
-,759,741,741,0,759,9,39 (14h),9,0,"2015,07,24"
-,763,743,743,0,763,10,39 (14h),10,0,"2015,07,22"
-,738,717,717,0,738,10,37 (14h),10,0,"2015,07,21"
-,722,703,703,0,722,10,37 (14h),10,0,"2015,07,20"
-,608,591,591,0,608,9,32 (23h),9,0,"2015,07,19"
-,639,620,620,0,639,9,31 (23h),9,0,"2015,07,18"
-,718,697,697,0,718,10,36 (14h),10,0,"2015,07,17"
